Date;Mnemo;Nom_court;Cours_rfrnc
01/10/2024;SCGRE;SCG-Re;21500
01/10/2024;SAF;SAFACAM;26500
01/10/2024;SOCAP;SOCAPALM;46500
01/10/2024;REG;LAREGIONALE;42500
01/10/2024;SCGRE;SCG-Re;21500
30/09/2024;SEMC;SEMC;47000
30/09/2024;SAF;SAFACAM;26500
30/09/2024;SOCAP;SOCAPALM;46450
30/09/2024;REG;LAREGIONALE;42500
30/09/2024;BANGE;BANGE;207300
30/09/2024;SCGRE;SCG-Re;21500
30/09/2024;SAF;SAFACAM;26500
30/09/2024;SOCAP;SOCAPALM;46500
30/09/2024;REG;LAREGIONALE;42500
30/09/2024;SCGRE;SCG-Re;21500
02/10/2024;SEMC;SEMC;47000
02/10/2024;SAF;SAFACAM;26500
02/10/2024;SOCAP;SOCAPALM;46500
02/10/2024;REG;LAREGIONALE;42500
02/10/2024;BANGE;BANGE;207300
02/10/2024;SCGRE;SCG-Re;21500
02/10/2024;SAF;SAFACAM;26500
02/10/2024;SOCAP;SOCAPALM;46500
02/10/2024;REG;LAREGIONALE;42500
02/10/2024;SCGRE;SCG-Re;21500
04/10/2024;SEMC;SEMC;47000
04/10/2024;SAF;SAFACAM;26500
04/10/2024;SOCAP;SOCAPALM;46500
04/10/2024;REG;LAREGIONALE;42500
04/10/2024;BANGE;BANGE;207300
04/10/2024;SCGRE;SCG-Re;21500
07/10/2024;SEMC;SEMC;47000
07/10/2024;SAF;SAFACAM;26500
07/10/2024;SOCAP;SOCAPALM;46500
07/10/2024;REG;LAREGIONALE;42500
07/10/2024;BANGE;BANGE;207300
07/10/2024;SCGRE;SCG-Re;21500
07/10/2024;SAF;SAFACAM;26500
07/10/2024;SOCAP;SOCAPALM;46500
07/10/2024;REG;LAREGIONALE;42500
07/10/2024;SCGRE;SCG-Re;21500
08/10/2024;SEMC;SEMC;47000
08/10/2024;SAF;SAFACAM;26500
08/10/2024;SOCAP;SOCAPALM;46500
08/10/2024;REG;LAREGIONALE;42500
08/10/2024;BANGE;BANGE;207300
08/10/2024;SCGRE;SCG-Re;21500
08/10/2024;SAF;SAFACAM;26500
08/10/2024;SOCAP;SOCAPALM;46500
08/10/2024;REG;LAREGIONALE;42500
08/10/2024;SCGRE;SCG-Re;21500
09/10/2024;SEMC;SEMC;47000
09/10/2024;SAF;SAFACAM;26500
09/10/2024;SOCAP;SOCAPALM;46500
09/10/2024;REG;LAREGIONALE;42500
09/10/2024;BANGE;BANGE;207300
09/10/2024;SCGRE;SCG-Re;21500
10/10/2024;SEMC;SEMC;47000
10/10/2024;SAF;SAFACAM;26500
10/10/2024;SOCAP;SOCAPALM;46500
10/10/2024;REG;LAREGIONALE;42500
10/10/2024;BANGE;BANGE;207300
10/10/2024;SCGRE;SCG-Re;21500
10/10/2024;SAF;SAFACAM;26500
10/10/2024;SOCAP;SOCAPALM;46500
10/10/2024;REG;LAREGIONALE;42500
10/10/2024;SCGRE;SCG-Re;21500
11/10/2024;SEMC;SEMC;47000
11/10/2024;SAF;SAFACAM;26500
11/10/2024;SOCAP;SOCAPALM;46500
11/10/2024;REG;LAREGIONALE;42500
11/10/2024;BANGE;BANGE;207300
11/10/2024;SCGRE;SCG-Re;21500
11/10/2024;SAF;SAFACAM;26500
11/10/2024;SOCAP;SOCAPALM;46475
11/10/2024;REG;LAREGIONALE;42500
11/10/2024;SCGRE;SCG-Re;21500
14/10/2024;SEMC;SEMC;47000
14/10/2024;SAF;SAFACAM;26500
14/10/2024;SOCAP;SOCAPALM;46475
14/10/2024;REG;LAREGIONALE;42500
14/10/2024;BANGE;BANGE;207300
14/10/2024;SCGRE;SCG-Re;21500
14/10/2024;SAF;SAFACAM;26500
14/10/2024;SOCAP;SOCAPALM;46475
14/10/2024;REG;LAREGIONALE;42500
14/10/2024;SCGRE;SCG-Re;21500
15/10/2024;SEMC;SEMC;47000
15/10/2024;SAF;SAFACAM;26500
15/10/2024;SOCAP;SOCAPALM;46475
15/10/2024;REG;LAREGIONALE;42500
15/10/2024;BANGE;BANGE;207300
15/10/2024;SCGRE;SCG-Re;21500
15/10/2024;SAF;SAFACAM;26500
15/10/2024;SOCAP;SOCAPALM;46500
15/10/2024;REG;LAREGIONALE;42500
15/10/2024;SCGRE;SCG-Re;21500
17/10/2024;SEMC;SEMC;47000
17/10/2024;SAF;SAFACAM;26500
17/10/2024;SOCAP;SOCAPALM;46500
17/10/2024;REG;LAREGIONALE;42500
17/10/2024;BANGE;BANGE;207300
17/10/2024;SCGRE;SCG-Re;21500
16/10/2024;SEMC;SEMC;47000
16/10/2024;SAF;SAFACAM;26500
16/10/2024;SOCAP;SOCAPALM;46500
16/10/2024;REG;LAREGIONALE;42500
16/10/2024;BANGE;BANGE;207300
16/10/2024;SCGRE;SCG-Re;21500
16/10/2024;SAF;SAFACAM;26500
16/10/2024;SOCAP;SOCAPALM;46500
16/10/2024;REG;LAREGIONALE;42500
16/10/2024;SCGRE;SCG-Re;21500
21/10/2024;SEMC;SEMC;47000
21/10/2024;SAF;SAFACAM;26500
21/10/2024;SOCAP;SOCAPALM;46500
21/10/2024;REG;LAREGIONALE;42500
21/10/2024;BANGE;BANGE;207300
21/10/2024;SCGRE;SCG-Re;21500
21/10/2024;SAF;SAFACAM;26500
21/10/2024;SOCAP;SOCAPALM;46500
21/10/2024;REG;LAREGIONALE;42500
21/10/2024;SCGRE;SCG-Re;21500
22/10/2024;SEMC;SEMC;47000
22/10/2024;SAF;SAFACAM;26500
22/10/2024;SOCAP;SOCAPALM;46500
22/10/2024;REG;LAREGIONALE;42500
22/10/2024;BANGE;BANGE;207300
22/10/2024;SCGRE;SCG-Re;21500
22/10/2024;SAF;SAFACAM;26500
22/10/2024;SOCAP;SOCAPALM;46500
22/10/2024;REG;LAREGIONALE;42500
22/10/2024;SCGRE;SCG-Re;21500
23/10/2024;SEMC;SEMC;47000
23/10/2024;SAF;SAFACAM;26500
23/10/2024;SOCAP;SOCAPALM;46500
23/10/2024;REG;LAREGIONALE;42500
23/10/2024;BANGE;BANGE;207300
23/10/2024;SCGRE;SCG-Re;21500
23/10/2024;SAF;SAFACAM;26500
23/10/2024;SOCAP;SOCAPALM;46500
23/10/2024;REG;LAREGIONALE;42500
23/10/2024;SCGRE;SCG-Re;21500
25/10/2024;SEMC;SEMC;47000
25/10/2024;SAF;SAFACAM;28000
25/10/2024;SOCAP;SOCAPALM;46500
25/10/2024;REG;LAREGIONALE;42500
25/10/2024;BANGE;BANGE;207300
25/10/2024;SCGRE;SCG-Re;21500
25/10/2024;SAF;SAFACAM;28000
25/10/2024;SOCAP;SOCAPALM;46500
25/10/2024;REG;LAREGIONALE;42500
25/10/2024;SCGRE;SCG-Re;21500
24/10/2024;SEMC;SEMC;47000
24/10/2024;SAF;SAFACAM;26500
24/10/2024;SOCAP;SOCAPALM;46500
24/10/2024;REG;LAREGIONALE;42500
24/10/2024;BANGE;BANGE;207300
24/10/2024;SCGRE;SCG-Re;21500
24/10/2024;SAF;SAFACAM;28000
24/10/2024;SOCAP;SOCAPALM;46500
24/10/2024;REG;LAREGIONALE;42500
24/10/2024;SCGRE;SCG-Re;21500
28/10/2024;SEMC;SEMC;47000
28/10/2024;SAF;SAFACAM;28000
28/10/2024;SOCAP;SOCAPALM;46500
28/10/2024;REG;LAREGIONALE;42500
28/10/2024;BANGE;BANGE;207300
28/10/2024;SCGRE;SCG-Re;21500
28/10/2024;SAF;SAFACAM;28000
28/10/2024;SOCAP;SOCAPALM;46500
28/10/2024;REG;LAREGIONALE;42500
28/10/2024;SCGRE;SCG-Re;21000
30/10/2024;SEMC;SEMC;47000
30/10/2024;SAF;SAFACAM;28000
30/10/2024;SOCAP;SOCAPALM;46500
30/10/2024;REG;LAREGIONALE;42500
30/10/2024;BANGE;BANGE;207300
30/10/2024;SCGRE;SCG-Re;21000
30/10/2024;SAF;SAFACAM;28000
30/10/2024;SOCAP;SOCAPALM;46500
30/10/2024;REG;LAREGIONALE;42500
30/10/2024;SCGRE;SCG-Re;21000
29/10/2024;SEMC;SEMC;47000
29/10/2024;SAF;SAFACAM;28000
29/10/2024;SOCAP;SOCAPALM;46500
29/10/2024;REG;LAREGIONALE;42500
29/10/2024;BANGE;BANGE;207300
29/10/2024;SCGRE;SCG-Re;21000
29/10/2024;SAF;SAFACAM;28000
29/10/2024;SOCAP;SOCAPALM;46500
29/10/2024;REG;LAREGIONALE;42500
29/10/2024;SCGRE;SCG-Re;21000
31/10/2024;SEMC;SEMC;47000
31/10/2024;SAF;SAFACAM;28000
31/10/2024;SOCAP;SOCAPALM;46500
31/10/2024;REG;LAREGIONALE;42500
31/10/2024;BANGE;BANGE;207300
31/10/2024;SCGRE;SCG-Re;21000
31/10/2024;SAF;SAFACAM;28000
31/10/2024;SOCAP;SOCAPALM;46500
31/10/2024;REG;LAREGIONALE;42500
31/10/2024;SCGRE;SCG-Re;21000
01/11/2024;SEMC;SEMC;47000
01/11/2024;SAF;SAFACAM;28000
01/11/2024;SOCAP;SOCAPALM;46500
01/11/2024;REG;LAREGIONALE;42500
01/11/2024;BANGE;BANGE;207300
01/11/2024;SCGRE;SCG-Re;21000
01/11/2024;SAF;SAFACAM;28000
01/11/2024;SOCAP;SOCAPALM;46500
01/11/2024;REG;LAREGIONALE;42500
01/11/2024;SCGRE;SCG-Re;21000
04/11/2024;SEMC;SEMC;47000
04/11/2024;SAF;SAFACAM;28000
04/11/2024;SOCAP;SOCAPALM;46500
04/11/2024;REG;LAREGIONALE;42500
04/11/2024;BANGE;BANGE;207300
04/11/2024;SCGRE;SCG-Re;21000
04/11/2024;SAF;SAFACAM;28000
04/11/2024;SOCAP;SOCAPALM;46500
04/11/2024;REG;LAREGIONALE;42500
04/11/2024;SCGRE;SCG-Re;21000
05/11/2024;SEMC;SEMC;47000
05/11/2024;SAF;SAFACAM;28000
05/11/2024;SOCAP;SOCAPALM;46500
05/11/2024;REG;LAREGIONALE;42500
05/11/2024;BANGE;BANGE;207300
05/11/2024;SCGRE;SCG-Re;21000
05/11/2024;SAF;SAFACAM;28000
05/11/2024;SOCAP;SOCAPALM;46500
05/11/2024;REG;LAREGIONALE;42500
05/11/2024;SCGRE;SCG-Re;21000
06/11/2024;SEMC;SEMC;47000
06/11/2024;SAF;SAFACAM;28000
06/11/2024;SOCAP;SOCAPALM;46500
06/11/2024;REG;LAREGIONALE;42500
06/11/2024;BANGE;BANGE;207300
06/11/2024;SCGRE;SCG-Re;21000
06/11/2024;SAF;SAFACAM;28000
06/11/2024;SOCAP;SOCAPALM;46455
06/11/2024;REG;LAREGIONALE;42500
06/11/2024;SCGRE;SCG-Re;21000
07/11/2024;SEMC;SEMC;47000
07/11/2024;SAF;SAFACAM;28000
07/11/2024;SOCAP;SOCAPALM;46455
07/11/2024;REG;LAREGIONALE;42500
07/11/2024;BANGE;BANGE;207300
07/11/2024;SCGRE;SCG-Re;21000
07/11/2024;SAF;SAFACAM;28000
07/11/2024;SOCAP;SOCAPALM;46455
07/11/2024;REG;LAREGIONALE;42500
07/11/2024;SCGRE;SCG-Re;21000
08/11/2024;SEMC;SEMC;47000
08/11/2024;SAF;SAFACAM;28000
08/11/2024;SOCAP;SOCAPALM;46455
08/11/2024;REG;LAREGIONALE;42500
08/11/2024;BANGE;BANGE;207300
08/11/2024;SCGRE;SCG-Re;21000
08/11/2024;SAF;SAFACAM;28000
08/11/2024;SOCAP;SOCAPALM;46455
08/11/2024;REG;LAREGIONALE;42500
08/11/2024;SCGRE;SCG-Re;21000
11/11/2024;SEMC;SEMC;47000
11/11/2024;SAF;SAFACAM;28000
11/11/2024;SOCAP;SOCAPALM;46455
11/11/2024;REG;LAREGIONALE;42500
11/11/2024;BANGE;BANGE;207300
11/11/2024;SCGRE;SCG-Re;21000
11/11/2024;SAF;SAFACAM;28000
11/11/2024;SOCAP;SOCAPALM;46455
11/11/2024;REG;LAREGIONALE;42500
11/11/2024;SCGRE;SCG-Re;21000
14/11/2024;SEMC;SEMC;47000
14/11/2024;SAF;SAFACAM;28000
14/11/2024;SOCAP;SOCAPALM;46455
14/11/2024;REG;LAREGIONALE;42500
14/11/2024;BANGE;BANGE;207300
14/11/2024;SCGRE;SCG-Re;21000
14/11/2024;SAF;SAFACAM;28000
14/11/2024;SOCAP;SOCAPALM;46000
14/11/2024;REG;LAREGIONALE;42500
14/11/2024;SCGRE;SCG-Re;21000
12/11/2024;SEMC;SEMC;47000
12/11/2024;SAF;SAFACAM;28000
12/11/2024;SOCAP;SOCAPALM;46455
12/11/2024;REG;LAREGIONALE;42500
12/11/2024;BANGE;BANGE;207300
12/11/2024;SCGRE;SCG-Re;21000
12/11/2024;SAF;SAFACAM;28000
12/11/2024;SOCAP;SOCAPALM;46455
12/11/2024;REG;LAREGIONALE;42500
12/11/2024;SCGRE;SCG-Re;21000
15/11/2024;SEMC;SEMC;47000
15/11/2024;SAF;SAFACAM;28000
15/11/2024;SOCAP;SOCAPALM;46000
15/11/2024;REG;LAREGIONALE;42500
15/11/2024;BANGE;BANGE;207300
15/11/2024;SCGRE;SCG-Re;21000
15/11/2024;SAF;SAFACAM;28000
15/11/2024;SOCAP;SOCAPALM;45955
15/11/2024;REG;LAREGIONALE;42500
15/11/2024;SCGRE;SCG-Re;21000
13/11/2024;SEMC;SEMC;47000
13/11/2024;SAF;SAFACAM;28000
13/11/2024;SOCAP;SOCAPALM;46455
13/11/2024;REG;LAREGIONALE;42500
13/11/2024;BANGE;BANGE;207300
13/11/2024;SCGRE;SCG-Re;21000
13/11/2024;SAF;SAFACAM;28000
13/11/2024;SOCAP;SOCAPALM;46455
13/11/2024;REG;LAREGIONALE;42500
13/11/2024;SCGRE;SCG-Re;21000
18/11/2024;SEMC;SEMC;47000
18/11/2024;SAF;SAFACAM;28000
18/11/2024;SOCAP;SOCAPALM;45955
18/11/2024;REG;LAREGIONALE;42500
18/11/2024;BANGE;BANGE;207300
18/11/2024;SCGRE;SCG-Re;21000
18/11/2024;SAF;SAFACAM;28000
18/11/2024;SOCAP;SOCAPALM;45955
18/11/2024;REG;LAREGIONALE;42500
18/11/2024;SCGRE;SCG-Re;21000
19/11/2024;SEMC;SEMC;47000
19/11/2024;SAF;SAFACAM;28000
19/11/2024;SOCAP;SOCAPALM;45955
19/11/2024;REG;LAREGIONALE;42500
19/11/2024;BANGE;BANGE;207300
19/11/2024;SCGRE;SCG-Re;21000
19/11/2024;SAF;SAFACAM;28000
19/11/2024;SOCAP;SOCAPALM;45955
19/11/2024;REG;LAREGIONALE;42500
19/11/2024;SCGRE;SCG-Re;21000
20/11/2024;SEMC;SEMC;47000
20/11/2024;SAF;SAFACAM;28000
20/11/2024;SOCAP;SOCAPALM;45955
20/11/2024;REG;LAREGIONALE;42500
20/11/2024;BANGE;BANGE;207300
20/11/2024;SCGRE;SCG-Re;21000
20/11/2024;SAF;SAFACAM;26500
20/11/2024;SOCAP;SOCAPALM;45955
20/11/2024;REG;LAREGIONALE;42500
20/11/2024;SCGRE;SCG-Re;21000
22/11/2024;SEMC;SEMC;47000
22/11/2024;SAF;SAFACAM;26500
22/11/2024;SOCAP;SOCAPALM;45955
22/11/2024;REG;LAREGIONALE;42500
22/11/2024;BANGE;BANGE;207300
22/11/2024;SCGRE;SCG-Re;21000
22/11/2024;SAF;SAFACAM;26500
22/11/2024;SOCAP;SOCAPALM;45955
22/11/2024;REG;LAREGIONALE;42500
22/11/2024;SCGRE;SCG-Re;21000
21/11/2024;SEMC;SEMC;47000
21/11/2024;SAF;SAFACAM;26500
21/11/2024;SOCAP;SOCAPALM;45955
21/11/2024;REG;LAREGIONALE;42500
21/11/2024;BANGE;BANGE;207300
21/11/2024;SCGRE;SCG-Re;21000
21/11/2024;SAF;SAFACAM;26500
21/11/2024;SOCAP;SOCAPALM;45955
21/11/2024;REG;LAREGIONALE;42500
21/11/2024;SCGRE;SCG-Re;21000
25/11/2024;SEMC;SEMC;47000
25/11/2024;SAF;SAFACAM;26500
25/11/2024;SOCAP;SOCAPALM;45955
25/11/2024;REG;LAREGIONALE;42500
25/11/2024;BANGE;BANGE;207300
25/11/2024;SCGRE;SCG-Re;21000
25/11/2024;SAF;SAFACAM;26500
25/11/2024;SOCAP;SOCAPALM;45955
25/11/2024;REG;LAREGIONALE;42500
25/11/2024;SCGRE;SCG-Re;21000
26/11/2024;SEMC;SEMC;47000
26/11/2024;SAF;SAFACAM;26500
26/11/2024;SOCAP;SOCAPALM;45955
26/11/2024;REG;LAREGIONALE;42500
26/11/2024;BANGE;BANGE;207300
26/11/2024;SCGRE;SCG-Re;21000
26/11/2024;SAF;SAFACAM;26500
26/11/2024;SOCAP;SOCAPALM;45955
26/11/2024;REG;LAREGIONALE;42500
26/11/2024;SCGRE;SCG-Re;21000
27/11/2024;SEMC;SEMC;47000
27/11/2024;SAF;SAFACAM;26500
27/11/2024;SOCAP;SOCAPALM;45955
27/11/2024;REG;LAREGIONALE;42500
27/11/2024;BANGE;BANGE;207300
27/11/2024;SCGRE;SCG-Re;21000
27/11/2024;SAF;SAFACAM;26500
27/11/2024;SOCAP;SOCAPALM;45955
27/11/2024;REG;LAREGIONALE;42500
27/11/2024;SCGRE;SCG-Re;21000
28/11/2024;SEMC;SEMC;47000
28/11/2024;SAF;SAFACAM;26500
28/11/2024;SOCAP;SOCAPALM;45955
28/11/2024;REG;LAREGIONALE;42500
28/11/2024;BANGE;BANGE;207300
28/11/2024;SCGRE;SCG-Re;21000
28/11/2024;SAF;SAFACAM;26500
28/11/2024;SOCAP;SOCAPALM;45955
28/11/2024;REG;LAREGIONALE;42500
28/11/2024;SCGRE;SCG-Re;21000
29/11/2024;SAF;SAFACAM;26500
29/11/2024;SOCAP;SOCAPALM;46000
29/11/2024;REG;LAREGIONALE;42500
29/11/2024;SCGRE;SCG-Re;21000
02/12/2024;SEMC;SEMC;47000
02/12/2024;SAF;SAFACAM;26500
02/12/2024;SOCAP;SOCAPALM;46000
02/12/2024;REG;LAREGIONALE;42500
02/12/2024;BANGE;BANGE;207300
02/12/2024;SCGRE;SCG-Re;21000
02/12/2024;SAF;SAFACAM;26500
02/12/2024;SOCAP;SOCAPALM;46000
02/12/2024;REG;LAREGIONALE;42500
02/12/2024;SCGRE;SCG-Re;21000
03/12/2024;SEMC;SEMC;47000
03/12/2024;SAF;SAFACAM;26500
03/12/2024;SOCAP;SOCAPALM;46000
03/12/2024;REG;LAREGIONALE;42500
03/12/2024;BANGE;BANGE;207300
03/12/2024;SCGRE;SCG-Re;21000
03/12/2024;SAF;SAFACAM;26500
03/12/2024;SOCAP;SOCAPALM;46000
03/12/2024;REG;LAREGIONALE;42500
03/12/2024;SCGRE;SCG-Re;21000
04/12/2024;SEMC;SEMC;47000
04/12/2024;SAF;SAFACAM;26500
04/12/2024;SOCAP;SOCAPALM;46000
04/12/2024;REG;LAREGIONALE;42500
04/12/2024;BANGE;BANGE;207300
04/12/2024;SCGRE;SCG-Re;21000
04/12/2024;SAF;SAFACAM;26500
04/12/2024;SOCAP;SOCAPALM;46000
04/12/2024;REG;LAREGIONALE;42500
04/12/2024;SCGRE;SCG-Re;21000
05/12/2024;SEMC;SEMC;47000
05/12/2024;SAF;SAFACAM;26500
05/12/2024;SOCAP;SOCAPALM;46000
05/12/2024;REG;LAREGIONALE;42500
05/12/2024;BANGE;BANGE;207300
05/12/2024;SCGRE;SCG-Re;21000
05/12/2024;SAF;SAFACAM;26500
05/12/2024;SOCAP;SOCAPALM;46000
05/12/2024;REG;LAREGIONALE;42500
05/12/2024;SCGRE;SCG-Re;21000
06/12/2024;SEMC;SEMC;47000
06/12/2024;SAF;SAFACAM;26500
06/12/2024;SOCAP;SOCAPALM;46000
06/12/2024;REG;LAREGIONALE;42500
06/12/2024;BANGE;BANGE;207300
06/12/2024;SCGRE;SCG-Re;21000
09/12/2024;SEMC;SEMC;47000
09/12/2024;SAF;SAFACAM;26500
09/12/2024;SOCAP;SOCAPALM;45955
09/12/2024;REG;LAREGIONALE;42500
09/12/2024;BANGE;BANGE;207300
09/12/2024;SCGRE;SCG-Re;21000
10/12/2024;SEMC;SEMC;47000
10/12/2024;SAF;SAFACAM;26500
10/12/2024;SOCAP;SOCAPALM;45955
10/12/2024;REG;LAREGIONALE;42500
10/12/2024;BANGE;BANGE;207300
10/12/2024;SCGRE;SCG-Re;21000
10/12/2024;SAF;SAFACAM;26500
10/12/2024;SOCAP;SOCAPALM;45955
10/12/2024;REG;LAREGIONALE;42500
10/12/2024;SCGRE;SCG-Re;21000
11/12/2024;SEMC;SEMC;47000
11/12/2024;SAF;SAFACAM;26500
11/12/2024;SOCAP;SOCAPALM;45955
11/12/2024;REG;LAREGIONALE;42500
11/12/2024;BANGE;BANGE;207300
11/12/2024;SCGRE;SCG-Re;21000
11/12/2024;SAF;SAFACAM;26500
11/12/2024;SOCAP;SOCAPALM;45955
11/12/2024;REG;LAREGIONALE;42500
11/12/2024;SCGRE;SCG-Re;21000
12/12/2024;SEMC;SEMC;47000
12/12/2024;SAF;SAFACAM;26500
12/12/2024;SOCAP;SOCAPALM;45955
12/12/2024;REG;LAREGIONALE;42500
12/12/2024;BANGE;BANGE;207300
12/12/2024;SCGRE;SCG-Re;21000
13/12/2024;SEMC;SEMC;46999
13/12/2024;SAF;SAFACAM;26500
13/12/2024;SOCAP;SOCAPALM;45955
13/12/2024;REG;LAREGIONALE;42500
13/12/2024;BANGE;BANGE;207300
13/12/2024;SCGRE;SCG-Re;21000
13/12/2024;SAF;SAFACAM;26500
13/12/2024;SOCAP;SOCAPALM;46000
13/12/2024;REG;LAREGIONALE;42500
13/12/2024;SCGRE;SCG-Re;21000
16/12/2024;SEMC;SEMC;46999
16/12/2024;SAF;SAFACAM;26500
16/12/2024;SOCAP;SOCAPALM;46000
16/12/2024;REG;LAREGIONALE;42500
16/12/2024;BANGE;BANGE;207300
16/12/2024;SCGRE;SCG-Re;21000
16/12/2024;SAF;SAFACAM;26500
16/12/2024;SOCAP;SOCAPALM;46000
16/12/2024;REG;LAREGIONALE;42500
16/12/2024;SCGRE;SCG-Re;21000
17/12/2024;SEMC;SEMC;46999
17/12/2024;SAF;SAFACAM;26500
17/12/2024;SOCAP;SOCAPALM;46000
17/12/2024;REG;LAREGIONALE;42500
17/12/2024;BANGE;BANGE;207300
17/12/2024;SCGRE;SCG-Re;21000
17/12/2024;SAF;SAFACAM;26500
17/12/2024;SOCAP;SOCAPALM;46000
17/12/2024;REG;LAREGIONALE;42500
17/12/2024;SCGRE;SCG-Re;21000
18/12/2024;SEMC;SEMC;46999
18/12/2024;SAF;SAFACAM;26500
18/12/2024;SOCAP;SOCAPALM;46000
18/12/2024;REG;LAREGIONALE;42500
18/12/2024;BANGE;BANGE;207300
18/12/2024;SCGRE;SCG-Re;21000
20/12/2024;SEMC;SEMC;46999
20/12/2024;SAF;SAFACAM;26500
20/12/2024;SOCAP;SOCAPALM;46000
20/12/2024;REG;LAREGIONALE;42500
20/12/2024;BANGE;BANGE;207300
20/12/2024;SCGRE;SCG-Re;21000
19/12/2024;SEMC;SEMC;46999
19/12/2024;SAF;SAFACAM;26500
19/12/2024;SOCAP;SOCAPALM;46000
19/12/2024;REG;LAREGIONALE;42500
19/12/2024;BANGE;BANGE;207300
19/12/2024;SCGRE;SCG-Re;21000
23/12/2024;SEMC;SEMC;46999
23/12/2024;SAF;SAFACAM;26500
23/12/2024;SOCAP;SOCAPALM;46000
23/12/2024;REG;LAREGIONALE;42500
23/12/2024;BANGE;BANGE;207300
23/12/2024;SCGRE;SCG-Re;21000
26/12/2024;SEMC;SEMC;46999
26/12/2024;SAF;SAFACAM;26500
26/12/2024;SOCAP;SOCAPALM;46000
26/12/2024;REG;LAREGIONALE;42500
26/12/2024;BANGE;BANGE;207300
26/12/2024;SCGRE;SCG-Re;21000
27/12/2024;SEMC;SEMC;46999
27/12/2024;SAF;SAFACAM;26500
27/12/2024;SOCAP;SOCAPALM;46000
27/12/2024;REG;LAREGIONALE;42500
27/12/2024;BANGE;BANGE;207300
27/12/2024;SCGRE;SCG-Re;21000
31/12/2024;SEMC;SEMC;46999
31/12/2024;SAF;SAFACAM;26500
31/12/2024;SOCAP;SOCAPALM;46000
31/12/2024;REG;LAREGIONALE;42500
31/12/2024;BANGE;BANGE;207300
31/12/2024;SCGRE;SCG-Re;21000
30/12/2024;SEMC;SEMC;46999
30/12/2024;SAF;SAFACAM;26500
30/12/2024;SOCAP;SOCAPALM;46000
30/12/2024;REG;LAREGIONALE;42500
30/12/2024;BANGE;BANGE;207300
30/12/2024;SCGRE;SCG-Re;21000
30/12/2024;SAF;SAFACAM;26500
30/12/2024;SOCAP;SOCAPALM;46000
30/12/2024;REG;LAREGIONALE;42500
30/12/2024;SCGRE;SCG-Re;21000
02/01/2025;SEMC;SEMC;46999
02/01/2025;SAF;SAFACAM;26300
02/01/2025;SOCAP;SOCAPALM;46000
02/01/2025;REG;LAREGIONALE;42500
02/01/2025;BANGE;BANGE;207300
02/01/2025;SCGRE;SCG-Re;21000
03/01/2025;SEMC;SEMC;46999
03/01/2025;SAF;SAFACAM;26300
03/01/2025;SOCAP;SOCAPALM;46000
03/01/2025;REG;LAREGIONALE;42500
03/01/2025;BANGE;BANGE;207300
03/01/2025;SCGRE;SCG-Re;21000
06/01/2025;SEMC;SEMC;46999
06/01/2025;SAF;SAFACAM;26300
06/01/2025;SOCAP;SOCAPALM;46000
06/01/2025;REG;LAREGIONALE;42500
06/01/2025;BANGE;BANGE;207300
06/01/2025;SCGRE;SCG-Re;21000
07/01/2025;SEMC;SEMC;46999
07/01/2025;SAF;SAFACAM;26300
07/01/2025;SOCAP;SOCAPALM;46000
07/01/2025;REG;LAREGIONALE;42500
07/01/2025;BANGE;BANGE;207300
07/01/2025;SCGRE;SCG-Re;21000
08/01/2025;SEMC;SEMC;46999
08/01/2025;SAF;SAFACAM;26300
08/01/2025;SOCAP;SOCAPALM;46000
08/01/2025;REG;LAREGIONALE;42500
08/01/2025;BANGE;BANGE;207300
08/01/2025;SCGRE;SCG-Re;21000
09/01/2025;SEMC;SEMC;46999
09/01/2025;SAF;SAFACAM;26300
09/01/2025;SOCAP;SOCAPALM;46000
09/01/2025;REG;LAREGIONALE;42500
09/01/2025;BANGE;BANGE;207300
09/01/2025;SCGRE;SCG-Re;21000
10/01/2025;SEMC;SEMC;46999
10/01/2025;SAF;SAFACAM;26300
10/01/2025;SOCAP;SOCAPALM;46000
10/01/2025;REG;LAREGIONALE;42500
10/01/2025;BANGE;BANGE;207300
10/01/2025;SCGRE;SCG-Re;21000
13/01/2025;SEMC;SEMC;46999
13/01/2025;SAF;SAFACAM;26300
13/01/2025;SOCAP;SOCAPALM;46000
13/01/2025;REG;LAREGIONALE;42500
13/01/2025;BANGE;BANGE;207300
13/01/2025;SCGRE;SCG-Re;21000
14/01/2025;SEMC;SEMC;46999
14/01/2025;SAF;SAFACAM;26300
14/01/2025;SOCAP;SOCAPALM;46000
14/01/2025;REG;LAREGIONALE;42500
14/01/2025;BANGE;BANGE;207300
14/01/2025;SCGRE;SCG-Re;21000
15/01/2025;SEMC;SEMC;46999
15/01/2025;SAF;SAFACAM;26300
15/01/2025;SOCAP;SOCAPALM;46000
15/01/2025;REG;LAREGIONALE;42500
15/01/2025;BANGE;BANGE;207300
15/01/2025;SCGRE;SCG-Re;21000
20/01/2025;SEMC;SEMC;46999
20/01/2025;SAF;SAFACAM;26300
20/01/2025;SOCAP;SOCAPALM;45700
20/01/2025;REG;LAREGIONALE;42500
20/01/2025;BANGE;BANGE;207300
20/01/2025;SCGRE;SCG-Re;21000
16/01/2025;SEMC;SEMC;46999
16/01/2025;SAF;SAFACAM;26300
16/01/2025;SOCAP;SOCAPALM;46000
16/01/2025;REG;LAREGIONALE;42500
