Date;Mnemo;Nom_court;Cours_rfrnc
05/06/2024;SOCAP;SOCAPALM;49500
05/06/2024;REG;LAREGIONALE;42500
05/06/2024;SCGRE;SCG-Re;21000
06/06/2024;SEMC;SEMC;47000
06/06/2024;SAF;SAFACAM;26500
06/06/2024;SOCAP;SOCAPALM;49500
06/06/2024;REG;LAREGIONALE;42500
06/06/2024;BANGE;BANGE;207250
06/06/2024;SCGRE;SCG-Re;21000
07/06/2024;SEMC;SEMC;47000
07/06/2024;SAF;SAFACAM;26650
07/06/2024;SOCAP;SOCAPALM;49500
07/06/2024;REG;LAREGIONALE;42500
07/06/2024;BANGE;BANGE;207250
07/06/2024;SCGRE;SCG-Re;21000
07/06/2024;SAF;SAFACAM;26500
07/06/2024;SOCAP;SOCAPALM;49500
07/06/2024;REG;LAREGIONALE;42500
07/06/2024;SCGRE;SCG-Re;21000
10/06/2024;SEMC;SEMC;47000
10/06/2024;SAF;SAFACAM;26500
10/06/2024;SOCAP;SOCAPALM;49500
10/06/2024;REG;LAREGIONALE;42500
10/06/2024;BANGE;BANGE;207250
10/06/2024;SCGRE;SCG-Re;21000
11/06/2024;SEMC;SEMC;47000
11/06/2024;SAF;SAFACAM;26500
11/06/2024;SOCAP;SOCAPALM;49500
11/06/2024;REG;LAREGIONALE;42500
11/06/2024;BANGE;BANGE;207250
11/06/2024;SCGRE;SCG-Re;21000
11/06/2024;SAF;SAFACAM;26500
11/06/2024;SOCAP;SOCAPALM;49500
11/06/2024;REG;LAREGIONALE;42500
11/06/2024;SCGRE;SCG-Re;21000
12/06/2024;SEMC;SEMC;47000
12/06/2024;SAF;SAFACAM;26500
12/06/2024;SOCAP;SOCAPALM;49500
12/06/2024;REG;LAREGIONALE;42500
12/06/2024;BANGE;BANGE;207250
12/06/2024;SCGRE;SCG-Re;21000
12/06/2024;SAF;SAFACAM;26500
12/06/2024;SOCAP;SOCAPALM;49500
12/06/2024;REG;LAREGIONALE;42500
12/06/2024;SCGRE;SCG-Re;21000
13/06/2024;SEMC;SEMC;47000
13/06/2024;SAF;SAFACAM;26500
13/06/2024;SOCAP;SOCAPALM;49500
13/06/2024;REG;LAREGIONALE;42500
13/06/2024;BANGE;BANGE;207250
13/06/2024;SCGRE;SCG-Re;21000
13/06/2024;SAF;SAFACAM;26500
13/06/2024;SOCAP;SOCAPALM;49500
13/06/2024;REG;LAREGIONALE;42500
13/06/2024;SCGRE;SCG-Re;21000
18/06/2024;SEMC;SEMC;47000
18/06/2024;SAF;SAFACAM;26500
18/06/2024;SOCAP;SOCAPALM;49500
18/06/2024;REG;LAREGIONALE;42500
18/06/2024;BANGE;BANGE;207250
18/06/2024;SCGRE;SCG-Re;21000
18/06/2024;SAF;SAFACAM;26500
18/06/2024;SOCAP;SOCAPALM;49500
18/06/2024;REG;LAREGIONALE;42500
18/06/2024;SCGRE;SCG-Re;21000
19/06/2024;SEMC;SEMC;47000
19/06/2024;SAF;SAFACAM;26500
19/06/2024;SOCAP;SOCAPALM;49500
19/06/2024;REG;LAREGIONALE;42500
19/06/2024;BANGE;BANGE;207250
19/06/2024;SCGRE;SCG-Re;21000
19/06/2024;SAF;SAFACAM;26500
19/06/2024;SOCAP;SOCAPALM;49500
19/06/2024;REG;LAREGIONALE;42500
19/06/2024;SCGRE;SCG-Re;21000
20/06/2024;SEMC;SEMC;47000
20/06/2024;SAF;SAFACAM;26500
20/06/2024;SOCAP;SOCAPALM;49500
20/06/2024;REG;LAREGIONALE;42500
20/06/2024;BANGE;BANGE;207250
20/06/2024;SCGRE;SCG-Re;21000
20/06/2024;SAF;SAFACAM;26500
20/06/2024;SOCAP;SOCAPALM;49500
20/06/2024;REG;LAREGIONALE;42500
20/06/2024;SCGRE;SCG-Re;21000
24/06/2024;SEMC;SEMC;47000
24/06/2024;SAF;SAFACAM;26500
24/06/2024;SOCAP;SOCAPALM;49500
24/06/2024;REG;LAREGIONALE;42500
24/06/2024;BANGE;BANGE;207250
24/06/2024;SCGRE;SCG-Re;21000
24/06/2024;SAF;SAFACAM;26500
24/06/2024;SOCAP;SOCAPALM;49500
24/06/2024;REG;LAREGIONALE;42500
24/06/2024;SCGRE;SCG-Re;21000
21/06/2024;SEMC;SEMC;47000
21/06/2024;SAF;SAFACAM;26500
21/06/2024;SOCAP;SOCAPALM;49500
21/06/2024;REG;LAREGIONALE;42500
21/06/2024;BANGE;BANGE;207250
21/06/2024;SCGRE;SCG-Re;21000
21/06/2024;SAF;SAFACAM;26500
21/06/2024;SOCAP;SOCAPALM;49500
21/06/2024;REG;LAREGIONALE;42500
21/06/2024;SCGRE;SCG-Re;21000
25/06/2024;SEMC;SEMC;47000
25/06/2024;SAF;SAFACAM;26500
25/06/2024;SOCAP;SOCAPALM;49500
25/06/2024;REG;LAREGIONALE;42500
25/06/2024;BANGE;BANGE;207250
25/06/2024;SCGRE;SCG-Re;21000
25/06/2024;SAF;SAFACAM;26500
25/06/2024;SOCAP;SOCAPALM;49500
25/06/2024;REG;LAREGIONALE;42500
25/06/2024;SCGRE;SCG-Re;21000
26/06/2024;SEMC;SEMC;47000
26/06/2024;SAF;SAFACAM;26500
26/06/2024;SOCAP;SOCAPALM;49500
26/06/2024;REG;LAREGIONALE;42500
26/06/2024;BANGE;BANGE;207250
26/06/2024;SCGRE;SCG-Re;21000
27/06/2024;SEMC;SEMC;47000
27/06/2024;SAF;SAFACAM;26500
27/06/2024;SOCAP;SOCAPALM;49500
27/06/2024;REG;LAREGIONALE;42500
27/06/2024;BANGE;BANGE;207250
27/06/2024;SCGRE;SCG-Re;21000
27/06/2024;SAF;SAFACAM;26500
27/06/2024;SOCAP;SOCAPALM;49500
27/06/2024;REG;LAREGIONALE;42500
27/06/2024;SCGRE;SCG-Re;21000
01/07/2024;SEMC;SEMC;47000
01/07/2024;SAF;SAFACAM;26500
01/07/2024;SOCAP;SOCAPALM;49500
01/07/2024;REG;LAREGIONALE;42500
01/07/2024;BANGE;BANGE;207250
01/07/2024;SCGRE;SCG-Re;21000
01/07/2024;SAF;SAFACAM;26500
01/07/2024;SOCAP;SOCAPALM;49500
01/07/2024;REG;LAREGIONALE;42500
01/07/2024;SCGRE;SCG-Re;21000
02/07/2024;SEMC;SEMC;47000
02/07/2024;SAF;SAFACAM;26500
02/07/2024;SOCAP;SOCAPALM;49500
02/07/2024;REG;LAREGIONALE;42500
02/07/2024;BANGE;BANGE;207250
02/07/2024;SCGRE;SCG-Re;21000
02/07/2024;SAF;SAFACAM;26500
02/07/2024;SOCAP;SOCAPALM;49500
02/07/2024;REG;LAREGIONALE;42500
02/07/2024;SCGRE;SCG-Re;21000
28/06/2024;SEMC;SEMC;47000
28/06/2024;SAF;SAFACAM;26500
28/06/2024;SOCAP;SOCAPALM;49500
28/06/2024;REG;LAREGIONALE;42500
28/06/2024;BANGE;BANGE;207250
28/06/2024;SCGRE;SCG-Re;21000
28/06/2024;SAF;SAFACAM;26500
28/06/2024;SOCAP;SOCAPALM;49500
28/06/2024;REG;LAREGIONALE;42500
28/06/2024;SCGRE;SCG-Re;21000
03/07/2024;SEMC;SEMC;47000
03/07/2024;SAF;SAFACAM;26500
03/07/2024;SOCAP;SOCAPALM;49500
03/07/2024;REG;LAREGIONALE;42500
03/07/2024;BANGE;BANGE;207250
03/07/2024;SCGRE;SCG-Re;21000
04/07/2024;SEMC;SEMC;47000
04/07/2024;SAF;SAFACAM;26500
04/07/2024;SOCAP;SOCAPALM;49500
04/07/2024;REG;LAREGIONALE;42500
04/07/2024;BANGE;BANGE;207250
04/07/2024;SCGRE;SCG-Re;21000
05/07/2024;SEMC;SEMC;47000
05/07/2024;SAF;SAFACAM;26500
05/07/2024;SOCAP;SOCAPALM;49500
05/07/2024;REG;LAREGIONALE;42500
05/07/2024;BANGE;BANGE;207250
05/07/2024;SCGRE;SCG-Re;21000
05/07/2024;SAF;SAFACAM;26500
05/07/2024;SOCAP;SOCAPALM;49500
05/07/2024;REG;LAREGIONALE;42500
05/07/2024;SCGRE;SCG-Re;21000
08/07/2024;SEMC;SEMC;47000
08/07/2024;SAF;SAFACAM;26500
08/07/2024;SOCAP;SOCAPALM;49500
08/07/2024;REG;LAREGIONALE;42500
08/07/2024;BANGE;BANGE;207250
08/07/2024;SCGRE;SCG-Re;21000
08/07/2024;SAF;SAFACAM;26500
08/07/2024;SOCAP;SOCAPALM;49500
08/07/2024;REG;LAREGIONALE;42500
08/07/2024;SCGRE;SCG-Re;21000
09/07/2024;SEMC;SEMC;47000
09/07/2024;SAF;SAFACAM;26500
09/07/2024;SOCAP;SOCAPALM;49500
09/07/2024;REG;LAREGIONALE;42500
09/07/2024;BANGE;BANGE;207250
09/07/2024;SCGRE;SCG-Re;21000
09/07/2024;SAF;SAFACAM;26500
09/07/2024;SOCAP;SOCAPALM;49500
09/07/2024;REG;LAREGIONALE;42500
09/07/2024;SCGRE;SCG-Re;21000
10/07/2024;SEMC;SEMC;47000
10/07/2024;SAF;SAFACAM;26500
10/07/2024;SOCAP;SOCAPALM;49500
10/07/2024;REG;LAREGIONALE;42500
10/07/2024;BANGE;BANGE;207250
10/07/2024;SCGRE;SCG-Re;21000
10/07/2024;SAF;SAFACAM;26500
10/07/2024;SOCAP;SOCAPALM;49400
10/07/2024;REG;LAREGIONALE;42500
10/07/2024;SCGRE;SCG-Re;21000
11/07/2024;SEMC;SEMC;47000
11/07/2024;SAF;SAFACAM;26500
11/07/2024;SOCAP;SOCAPALM;49400
11/07/2024;REG;LAREGIONALE;42500
11/07/2024;BANGE;BANGE;207250
11/07/2024;SCGRE;SCG-Re;21000
11/07/2024;SAF;SAFACAM;26500
11/07/2024;SOCAP;SOCAPALM;49400
11/07/2024;REG;LAREGIONALE;42500
11/07/2024;SCGRE;SCG-Re;21000
12/07/2024;SEMC;SEMC;47000
12/07/2024;SAF;SAFACAM;26500
12/07/2024;SOCAP;SOCAPALM;49400
12/07/2024;REG;LAREGIONALE;42500
12/07/2024;BANGE;BANGE;207250
12/07/2024;SCGRE;SCG-Re;21000
12/07/2024;SAF;SAFACAM;26500
12/07/2024;SOCAP;SOCAPALM;49400
12/07/2024;REG;LAREGIONALE;42500
12/07/2024;SCGRE;SCG-Re;21000
15/07/2024;SEMC;SEMC;47000
15/07/2024;SAF;SAFACAM;26500
15/07/2024;SOCAP;SOCAPALM;49400
15/07/2024;REG;LAREGIONALE;42500
15/07/2024;BANGE;BANGE;207300
15/07/2024;SCGRE;SCG-Re;21000
15/07/2024;SAF;SAFACAM;26500
15/07/2024;SOCAP;SOCAPALM;49400
15/07/2024;REG;LAREGIONALE;42500
15/07/2024;SCGRE;SCG-Re;21000
17/07/2024;SEMC;SEMC;47000
17/07/2024;SAF;SAFACAM;26500
17/07/2024;SOCAP;SOCAPALM;49400
17/07/2024;REG;LAREGIONALE;42500
17/07/2024;BANGE;BANGE;207300
17/07/2024;SCGRE;SCG-Re;21000
18/07/2024;SEMC;SEMC;47000
18/07/2024;SAF;SAFACAM;26500
18/07/2024;SOCAP;SOCAPALM;49400
18/07/2024;REG;LAREGIONALE;42500
18/07/2024;BANGE;BANGE;207300
18/07/2024;SCGRE;SCG-Re;21000
18/07/2024;SAF;SAFACAM;26500
18/07/2024;SOCAP;SOCAPALM;46500
18/07/2024;REG;LAREGIONALE;42500
18/07/2024;SCGRE;SCG-Re;21000
16/07/2024;SEMC;SEMC;47000
16/07/2024;SAF;SAFACAM;26500
16/07/2024;SOCAP;SOCAPALM;49400
16/07/2024;REG;LAREGIONALE;42500
16/07/2024;BANGE;BANGE;207300
16/07/2024;SCGRE;SCG-Re;21000
16/07/2024;SAF;SAFACAM;26500
16/07/2024;SOCAP;SOCAPALM;49400
16/07/2024;REG;LAREGIONALE;42500
16/07/2024;SCGRE;SCG-Re;21000
22/07/2024;SEMC;SEMC;47000
22/07/2024;SAF;SAFACAM;26500
22/07/2024;SOCAP;SOCAPALM;46500
22/07/2024;REG;LAREGIONALE;42500
22/07/2024;BANGE;BANGE;207300
22/07/2024;SCGRE;SCG-Re;21000
22/07/2024;SAF;SAFACAM;26500
22/07/2024;SOCAP;SOCAPALM;46500
22/07/2024;REG;LAREGIONALE;42500
22/07/2024;SCGRE;SCG-Re;21000
19/07/2024;SEMC;SEMC;47000
19/07/2024;SAF;SAFACAM;26500
19/07/2024;SOCAP;SOCAPALM;46500
19/07/2024;REG;LAREGIONALE;42500
19/07/2024;BANGE;BANGE;207300
19/07/2024;SCGRE;SCG-Re;21000
19/07/2024;SAF;SAFACAM;26500
19/07/2024;SOCAP;SOCAPALM;46500
19/07/2024;REG;LAREGIONALE;42500
19/07/2024;SCGRE;SCG-Re;21000
26/07/2024;SEMC;SEMC;47000
26/07/2024;SAF;SAFACAM;26500
26/07/2024;SOCAP;SOCAPALM;46500
26/07/2024;REG;LAREGIONALE;42500
26/07/2024;BANGE;BANGE;207300
26/07/2024;SCGRE;SCG-Re;21500
26/07/2024;SAF;SAFACAM;26500
26/07/2024;SOCAP;SOCAPALM;46500
26/07/2024;REG;LAREGIONALE;42500
26/07/2024;SCGRE;SCG-Re;21500
24/07/2024;SEMC;SEMC;47000
24/07/2024;SAF;SAFACAM;26500
24/07/2024;SOCAP;SOCAPALM;46500
24/07/2024;REG;LAREGIONALE;42500
24/07/2024;BANGE;BANGE;207300
24/07/2024;SCGRE;SCG-Re;21500
24/07/2024;SAF;SAFACAM;26500
24/07/2024;SOCAP;SOCAPALM;46500
24/07/2024;REG;LAREGIONALE;42500
24/07/2024;SCGRE;SCG-Re;21500
23/07/2024;SEMC;SEMC;47000
23/07/2024;SAF;SAFACAM;26500
23/07/2024;SOCAP;SOCAPALM;46500
23/07/2024;REG;LAREGIONALE;42500
23/07/2024;BANGE;BANGE;207300
23/07/2024;SCGRE;SCG-Re;21000
23/07/2024;SAF;SAFACAM;26500
23/07/2024;SOCAP;SOCAPALM;46500
23/07/2024;REG;LAREGIONALE;42500
23/07/2024;SCGRE;SCG-Re;21500
25/07/2024;SEMC;SEMC;47000
25/07/2024;SAF;SAFACAM;26500
25/07/2024;SOCAP;SOCAPALM;46500
25/07/2024;REG;LAREGIONALE;42500
25/07/2024;BANGE;BANGE;207300
25/07/2024;SCGRE;SCG-Re;21500
25/07/2024;SAF;SAFACAM;26500
25/07/2024;SOCAP;SOCAPALM;46500
25/07/2024;REG;LAREGIONALE;42500
25/07/2024;SCGRE;SCG-Re;21500
30/07/2024;SEMC;SEMC;47000
30/07/2024;SAF;SAFACAM;26500
30/07/2024;SOCAP;SOCAPALM;46500
30/07/2024;REG;LAREGIONALE;42500
30/07/2024;BANGE;BANGE;207300
30/07/2024;SCGRE;SCG-Re;21500
30/07/2024;SAF;SAFACAM;26500
30/07/2024;SOCAP;SOCAPALM;46500
30/07/2024;REG;LAREGIONALE;42500
30/07/2024;SCGRE;SCG-Re;21500
31/07/2024;SEMC;SEMC;47000
31/07/2024;SAF;SAFACAM;26500
31/07/2024;SOCAP;SOCAPALM;46500
31/07/2024;REG;LAREGIONALE;42500
31/07/2024;BANGE;BANGE;207300
31/07/2024;SCGRE;SCG-Re;21500
01/08/2024;SEMC;SEMC;47000
01/08/2024;SAF;SAFACAM;26500
01/08/2024;SOCAP;SOCAPALM;46500
01/08/2024;REG;LAREGIONALE;42500
01/08/2024;BANGE;BANGE;207300
01/08/2024;SCGRE;SCG-Re;21500
02/08/2024;SEMC;SEMC;47000
02/08/2024;SAF;SAFACAM;26500
02/08/2024;SOCAP;SOCAPALM;46500
02/08/2024;REG;LAREGIONALE;42500
02/08/2024;BANGE;BANGE;207300
02/08/2024;SCGRE;SCG-Re;21500
06/08/2024;SEMC;SEMC;47000
06/08/2024;SAF;SAFACAM;26500
06/08/2024;SOCAP;SOCAPALM;46500
06/08/2024;REG;LAREGIONALE;42500
06/08/2024;BANGE;BANGE;207300
06/08/2024;SCGRE;SCG-Re;21500
05/08/2024;SEMC;SEMC;47000
05/08/2024;SAF;SAFACAM;26500
05/08/2024;SOCAP;SOCAPALM;46500
05/08/2024;REG;LAREGIONALE;42500
05/08/2024;BANGE;BANGE;207300
05/08/2024;SCGRE;SCG-Re;21500
07/08/2024;SEMC;SEMC;47000
07/08/2024;SAF;SAFACAM;26500
07/08/2024;SOCAP;SOCAPALM;46500
07/08/2024;REG;LAREGIONALE;42500
07/08/2024;BANGE;BANGE;207300
07/08/2024;SCGRE;SCG-Re;21500
08/08/2024;SEMC;SEMC;47000
08/08/2024;SAF;SAFACAM;26500
08/08/2024;SOCAP;SOCAPALM;46500
08/08/2024;REG;LAREGIONALE;42500
08/08/2024;BANGE;BANGE;207300
08/08/2024;SCGRE;SCG-Re;21500
09/08/2024;SEMC;SEMC;47000
09/08/2024;SAF;SAFACAM;26500
09/08/2024;SOCAP;SOCAPALM;46500
09/08/2024;REG;LAREGIONALE;42500
09/08/2024;BANGE;BANGE;207300
09/08/2024;SCGRE;SCG-Re;21500
14/08/2024;SEMC;SEMC;47000
14/08/2024;SAF;SAFACAM;26500
14/08/2024;SOCAP;SOCAPALM;46500
14/08/2024;REG;LAREGIONALE;42500
14/08/2024;BANGE;BANGE;207300
14/08/2024;SCGRE;SCG-Re;21500
12/08/2024;SEMC;SEMC;47000
12/08/2024;SAF;SAFACAM;26500
12/08/2024;SOCAP;SOCAPALM;46500
12/08/2024;REG;LAREGIONALE;42500
12/08/2024;BANGE;BANGE;207300
12/08/2024;SCGRE;SCG-Re;21500
20/08/2024;SEMC;SEMC;47000
20/08/2024;SAF;SAFACAM;26500
20/08/2024;SOCAP;SOCAPALM;46500
20/08/2024;REG;LAREGIONALE;42500
20/08/2024;BANGE;BANGE;207300
20/08/2024;SCGRE;SCG-Re;21500
20/08/2024;SAF;SAFACAM;26500
20/08/2024;SOCAP;SOCAPALM;46500
20/08/2024;REG;LAREGIONALE;42500
20/08/2024;SCGRE;SCG-Re;21500
22/08/2024;SEMC;SEMC;47000
22/08/2024;SAF;SAFACAM;26500
22/08/2024;SOCAP;SOCAPALM;46500
22/08/2024;REG;LAREGIONALE;42500
22/08/2024;BANGE;BANGE;207300
22/08/2024;SCGRE;SCG-Re;21500
22/08/2024;SAF;SAFACAM;26500
22/08/2024;SOCAP;SOCAPALM;46500
22/08/2024;REG;LAREGIONALE;42500
22/08/2024;SCGRE;SCG-Re;21500
26/08/2024;SEMC;SEMC;47000
26/08/2024;SAF;SAFACAM;26500
26/08/2024;SOCAP;SOCAPALM;46500
26/08/2024;REG;LAREGIONALE;42500
26/08/2024;BANGE;BANGE;207300
26/08/2024;SCGRE;SCG-Re;21500
26/08/2024;SAF;SAFACAM;26500
26/08/2024;SOCAP;SOCAPALM;46500
26/08/2024;REG;LAREGIONALE;42500
26/08/2024;SCGRE;SCG-Re;21500
29/08/2024;SEMC;SEMC;47000
29/08/2024;SAF;SAFACAM;26500
29/08/2024;SOCAP;SOCAPALM;46500
29/08/2024;REG;LAREGIONALE;42500
29/08/2024;BANGE;BANGE;207300
29/08/2024;SCGRE;SCG-Re;21500
29/08/2024;SAF;SAFACAM;26500
29/08/2024;SOCAP;SOCAPALM;46500
29/08/2024;REG;LAREGIONALE;42500
29/08/2024;SCGRE;SCG-Re;21500
30/08/2024;SEMC;SEMC;47000
30/08/2024;SAF;SAFACAM;26500
30/08/2024;SOCAP;SOCAPALM;46500
30/08/2024;REG;LAREGIONALE;42500
30/08/2024;BANGE;BANGE;207300
30/08/2024;SCGRE;SCG-Re;21500
30/08/2024;SAF;SAFACAM;26500
30/08/2024;SOCAP;SOCAPALM;46500
30/08/2024;REG;LAREGIONALE;42500
30/08/2024;SCGRE;SCG-Re;21500
02/09/2024;SEMC;SEMC;47000
02/09/2024;SAF;SAFACAM;26500
02/09/2024;SOCAP;SOCAPALM;46500
02/09/2024;REG;LAREGIONALE;42500
02/09/2024;BANGE;BANGE;207300
02/09/2024;SCGRE;SCG-Re;21500
02/09/2024;SAF;SAFACAM;26500
02/09/2024;SOCAP;SOCAPALM;46500
02/09/2024;REG;LAREGIONALE;42500
02/09/2024;SCGRE;SCG-Re;21500
03/09/2024;SEMC;SEMC;47000
03/09/2024;SAF;SAFACAM;26500
03/09/2024;SOCAP;SOCAPALM;46500
03/09/2024;REG;LAREGIONALE;42500
03/09/2024;BANGE;BANGE;207300
03/09/2024;SCGRE;SCG-Re;21500
03/09/2024;SAF;SAFACAM;26500
03/09/2024;SOCAP;SOCAPALM;46500
03/09/2024;REG;LAREGIONALE;42500
03/09/2024;SCGRE;SCG-Re;21500
04/09/2024;SEMC;SEMC;47000
04/09/2024;SAF;SAFACAM;26500
04/09/2024;SOCAP;SOCAPALM;46500
04/09/2024;REG;LAREGIONALE;42500
04/09/2024;BANGE;BANGE;207300
04/09/2024;SCGRE;SCG-Re;21500
05/09/2024;SAF;SAFACAM;26500
05/09/2024;SOCAP;SOCAPALM;46500
05/09/2024;REG;LAREGIONALE;42500
05/09/2024;SCGRE;SCG-Re;21500
10/09/2024;SEMC;SEMC;47000
10/09/2024;SAF;SAFACAM;26500
10/09/2024;SOCAP;SOCAPALM;46500
10/09/2024;REG;LAREGIONALE;42500
10/09/2024;BANGE;BANGE;207300
10/09/2024;SCGRE;SCG-Re;21500
06/09/2024;SEMC;SEMC;47000
06/09/2024;SAF;SAFACAM;26500
06/09/2024;SOCAP;SOCAPALM;46500
06/09/2024;REG;LAREGIONALE;42500
06/09/2024;BANGE;BANGE;207300
06/09/2024;SCGRE;SCG-Re;21500
06/09/2024;SAF;SAFACAM;26500
06/09/2024;SOCAP;SOCAPALM;46500
06/09/2024;REG;LAREGIONALE;42500
06/09/2024;SCGRE;SCG-Re;21500
09/09/2024;SEMC;SEMC;47000
09/09/2024;SAF;SAFACAM;26500
09/09/2024;SOCAP;SOCAPALM;46500
09/09/2024;REG;LAREGIONALE;42500
09/09/2024;BANGE;BANGE;207300
09/09/2024;SCGRE;SCG-Re;21500
09/09/2024;SAF;SAFACAM;26500
09/09/2024;SOCAP;SOCAPALM;46500
09/09/2024;REG;LAREGIONALE;42500
09/09/2024;SCGRE;SCG-Re;21500
11/09/2024;SEMC;SEMC;47000
11/09/2024;SAF;SAFACAM;26500
11/09/2024;SOCAP;SOCAPALM;46500
11/09/2024;REG;LAREGIONALE;42500
11/09/2024;BANGE;BANGE;207300
11/09/2024;SCGRE;SCG-Re;21500
11/09/2024;SAF;SAFACAM;26500
11/09/2024;SOCAP;SOCAPALM;46500
11/09/2024;REG;LAREGIONALE;42500
11/09/2024;SCGRE;SCG-Re;21500
12/09/2024;SEMC;SEMC;47000
12/09/2024;SAF;SAFACAM;26500
12/09/2024;SOCAP;SOCAPALM;46500
12/09/2024;REG;LAREGIONALE;42500
12/09/2024;BANGE;BANGE;207300
12/09/2024;SCGRE;SCG-Re;21500
12/09/2024;SAF;SAFACAM;26500
12/09/2024;SOCAP;SOCAPALM;46500
12/09/2024;REG;LAREGIONALE;42500
12/09/2024;SCGRE;SCG-Re;21500
13/09/2024;SEMC;SEMC;47000
13/09/2024;SAF;SAFACAM;26500
13/09/2024;SOCAP;SOCAPALM;46500
13/09/2024;REG;LAREGIONALE;42500
13/09/2024;BANGE;BANGE;207300
13/09/2024;SCGRE;SCG-Re;21500
13/09/2024;SAF;SAFACAM;26500
13/09/2024;SOCAP;SOCAPALM;46500
13/09/2024;REG;LAREGIONALE;42500
13/09/2024;SCGRE;SCG-Re;21500
17/09/2024;SEMC;SEMC;47000
17/09/2024;SAF;SAFACAM;26500
17/09/2024;SOCAP;SOCAPALM;46500
17/09/2024;REG;LAREGIONALE;42500
17/09/2024;BANGE;BANGE;207300
17/09/2024;SCGRE;SCG-Re;21500
17/09/2024;SAF;SAFACAM;26500
17/09/2024;SOCAP;SOCAPALM;46450
17/09/2024;REG;LAREGIONALE;42500
17/09/2024;SCGRE;SCG-Re;21500
16/09/2024;SEMC;SEMC;47000
16/09/2024;SAF;SAFACAM;26500
16/09/2024;SOCAP;SOCAPALM;46500
16/09/2024;REG;LAREGIONALE;42500
16/09/2024;BANGE;BANGE;207300
16/09/2024;SCGRE;SCG-Re;21500
16/09/2024;SAF;SAFACAM;26500
16/09/2024;SOCAP;SOCAPALM;46500
16/09/2024;REG;LAREGIONALE;42500
16/09/2024;SCGRE;SCG-Re;21500
18/09/2024;SEMC;SEMC;47000
18/09/2024;SAF;SAFACAM;26500
18/09/2024;SOCAP;SOCAPALM;46450
18/09/2024;REG;LAREGIONALE;42500
18/09/2024;BANGE;BANGE;207300
18/09/2024;SCGRE;SCG-Re;21500
19/09/2024;SEMC;SEMC;47000
19/09/2024;SAF;SAFACAM;26500
19/09/2024;SOCAP;SOCAPALM;46450
19/09/2024;REG;LAREGIONALE;42500
19/09/2024;BANGE;BANGE;207300
19/09/2024;SCGRE;SCG-Re;21500
19/09/2024;SAF;SAFACAM;26500
19/09/2024;SOCAP;SOCAPALM;46450
19/09/2024;REG;LAREGIONALE;42500
19/09/2024;SCGRE;SCG-Re;21500
20/09/2024;SEMC;SEMC;47000
20/09/2024;SAF;SAFACAM;26500
20/09/2024;SOCAP;SOCAPALM;46450
20/09/2024;REG;LAREGIONALE;42500
20/09/2024;BANGE;BANGE;207300
20/09/2024;SCGRE;SCG-Re;21500
20/09/2024;SAF;SAFACAM;26500
20/09/2024;SOCAP;SOCAPALM;46450
20/09/2024;REG;LAREGIONALE;42500
20/09/2024;SCGRE;SCG-Re;21500
23/09/2024;SEMC;SEMC;47000
23/09/2024;SAF;SAFACAM;26500
23/09/2024;SOCAP;SOCAPALM;46450
23/09/2024;REG;LAREGIONALE;42500
23/09/2024;BANGE;BANGE;207300
23/09/2024;SCGRE;SCG-Re;21500
23/09/2024;SAF;SAFACAM;26500
23/09/2024;SOCAP;SOCAPALM;46500
23/09/2024;REG;LAREGIONALE;42500
23/09/2024;SCGRE;SCG-Re;21500
24/09/2024;SEMC;SEMC;47000
24/09/2024;SAF;SAFACAM;26500
24/09/2024;SOCAP;SOCAPALM;46500
24/09/2024;REG;LAREGIONALE;42500
24/09/2024;BANGE;BANGE;207300
24/09/2024;SCGRE;SCG-Re;21500
24/09/2024;SAF;SAFACAM;26500
24/09/2024;SOCAP;SOCAPALM;46500
24/09/2024;REG;LAREGIONALE;42500
24/09/2024;SCGRE;SCG-Re;21500
25/09/2024;SEMC;SEMC;47000
25/09/2024;SAF;SAFACAM;26500
25/09/2024;SOCAP;SOCAPALM;46500
25/09/2024;REG;LAREGIONALE;42500
25/09/2024;BANGE;BANGE;207300
25/09/2024;SCGRE;SCG-Re;21500
25/09/2024;SAF;SAFACAM;26500
25/09/2024;SOCAP;SOCAPALM;46500
25/09/2024;REG;LAREGIONALE;42500
25/09/2024;SCGRE;SCG-Re;21500
26/09/2024;SEMC;SEMC;47000
26/09/2024;SAF;SAFACAM;26500
26/09/2024;SOCAP;SOCAPALM;46500
26/09/2024;REG;LAREGIONALE;42500
26/09/2024;BANGE;BANGE;207300
26/09/2024;SCGRE;SCG-Re;21500
26/09/2024;SAF;SAFACAM;26500
26/09/2024;SOCAP;SOCAPALM;46450
26/09/2024;REG;LAREGIONALE;42500
26/09/2024;SCGRE;SCG-Re;21500
27/09/2024;SEMC;SEMC;47000
27/09/2024;SAF;SAFACAM;26500
27/09/2024;SOCAP;SOCAPALM;46450
27/09/2024;REG;LAREGIONALE;42500
27/09/2024;BANGE;BANGE;207300
27/09/2024;SCGRE;SCG-Re;21500
27/09/2024;SAF;SAFACAM;26500
27/09/2024;SOCAP;SOCAPALM;46450
27/09/2024;REG;LAREGIONALE;42500
27/09/2024;SCGRE;SCG-Re;21500
01/10/2024;SEMC;SEMC;47000
01/10/2024;SAF;SAFACAM;26500
01/10/2024;SOCAP;SOCAPALM;46500
01/10/2024;REG;LAREGIONALE;42500
01/10/2024;BANGE;BANGE;207300
